ID,fault,strike,dip,nx,ny,nz
48161,EW2,90.0,90.0,0.0,1.0,0.0
48162,EW2,90.0,90.0,0.0,1.0,0.0
48163,EW2,90.0,90.0,0.0,1.0,0.0
48164,EW2,90.0,90.0,0.0,1.0,0.0
55670,EW2,90.0,90.0,0.0,1.0,0.0
55671,EW2,90.0,90.0,0.0,1.0,0.0
55672,EW2,90.0,90.0,0.0,1.0,0.0
55673,EW2,90.0,90.0,0.0,1.0,0.0
55674,EW2,90.0,90.0,0.0,1.0,0.0
55675,EW2,90.0,90.0,0.0,1.0,0.0
55676,EW2,90.0,90.0,0.0,1.0,0.0
55677,EW2,90.0,90.0,0.0,1.0,0.0
55678,EW2,90.0,90.0,0.0,1.0,0.0
55679,EW2,90.0,90.0,0.0,1.0,0.0
55680,EW2,90.0,90.0,0.0,1.0,0.0
55681,EW2,90.0,90.0,0.0,1.0,0.0
55682,EW2,90.0,90.0,0.0,1.0,0.0
55683,EW2,90.0,90.0,0.0,1.0,0.0
55684,EW2,90.0,90.0,0.0,1.0,0.0
55685,EW2,90.0,90.0,0.0,1.0,0.0
55686,EW2,90.0,90.0,0.0,1.0,0.0
55687,EW2,90.0,90.0,0.0,1.0,0.0
55688,EW2,90.0,90.0,0.0,1.0,0.0
55689,EW2,90.0,90.0,0.0,1.0,0.0
55690,EW2,90.0,90.0,0.0,1.0,0.0
55691,EW2,90.0,90.0,0.0,1.0,0.0
55692,EW2,90.0,90.0,0.0,1.0,0.0
55693,EW2,90.0,90.0,0.0,1.0,0.0
55694,EW2,90.0,90.0,0.0,1.0,0.0
55695,EW2,90.0,90.0,0.0,1.0,0.0
55696,EW2,90.0,90.0,0.0,1.0,0.0
55697,EW2,90.0,90.0,0.0,1.0,0.0
55698,EW2,90.0,90.0,0.0,1.0,0.0
55699,EW2,90.0,90.0,0.0,1.0,0.0
55700,EW2,90.0,90.0,0.0,1.0,0.0
55701,EW2,90.0,90.0,0.0,1.0,0.0
55702,EW2,90.0,90.0,0.0,1.0,0.0
55703,EW2,90.0,90.0,0.0,1.0,0.0
55704,EW2,90.0,90.0,0.0,1.0,0.0
55705,EW2,90.0,90.0,0.0,1.0,0.0
55706,EW2,90.0,90.0,0.0,1.0,0.0
55707,EW2,90.0,90.0,0.0,1.0,0.0
55708,EW2,90.0,90.0,0.0,1.0,0.0
55709,EW2,90.0,90.0,0.0,1.0,0.0
55710,EW2,90.0,90.0,0.0,1.0,0.0
55711,EW2,90.0,90.0,0.0,1.0,0.0
55712,EW2,90.0,90.0,0.0,1.0,0.0
55713,EW2,90.0,90.0,0.0,1.0,0.0
55714,EW2,90.0,90.0,0.0,1.0,0.0
55715,EW2,90.0,90.0,0.0,1.0,0.0
55716,EW2,90.0,90.0,0.0,1.0,0.0
55717,EW2,90.0,90.0,0.0,1.0,0.0
55718,EW2,90.0,90.0,0.0,1.0,0.0
55719,EW2,90.0,90.0,0.0,1.0,0.0
55720,EW2,90.0,90.0,0.0,1.0,0.0
55721,EW2,90.0,90.0,0.0,1.0,0.0
55722,EW2,90.0,90.0,0.0,1.0,0.0
55723,EW2,90.0,90.0,0.0,1.0,0.0
55724,EW2,90.0,90.0,0.0,1.0,0.0
55725,EW2,90.0,90.0,0.0,1.0,0.0
55726,EW2,90.0,90.0,0.0,1.0,0.0
55727,EW2,90.0,90.0,0.0,1.0,0.0
55728,EW2,90.0,90.0,0.0,1.0,0.0
55729,EW2,90.0,90.0,0.0,1.0,0.0
55730,EW2,90.0,90.0,0.0,1.0,0.0
55731,EW2,90.0,90.0,0.0,1.0,0.0
55732,EW2,90.0,90.0,0.0,1.0,0.0
55733,EW2,90.0,90.0,0.0,1.0,0.0
55734,EW2,90.0,90.0,0.0,1.0,0.0
55735,EW2,90.0,90.0,0.0,1.0,0.0
55736,EW2,90.0,90.0,0.0,1.0,0.0
55737,EW2,90.0,90.0,0.0,1.0,0.0
55738,EW2,90.0,90.0,0.0,1.0,0.0
55739,EW2,90.0,90.0,0.0,1.0,0.0
55740,EW2,90.0,90.0,0.0,1.0,0.0
55741,EW2,90.0,90.0,0.0,1.0,0.0
55742,EW2,90.0,90.0,0.0,1.0,0.0
55743,EW2,90.0,90.0,0.0,1.0,0.0
55744,EW2,90.0,90.0,0.0,1.0,0.0
55745,EW2,90.0,90.0,0.0,1.0,0.0
55746,EW2,90.0,90.0,0.0,1.0,0.0
55747,EW2,90.0,90.0,0.0,1.0,0.0
55748,EW2,90.0,90.0,0.0,1.0,0.0
55749,EW2,90.0,90.0,0.0,1.0,0.0
55750,EW2,90.0,90.0,0.0,1.0,0.0
55751,EW2,90.0,90.0,0.0,1.0,0.0
55752,EW2,90.0,90.0,0.0,1.0,0.0
55753,EW2,90.0,90.0,0.0,1.0,0.0
55754,EW2,90.0,90.0,0.0,1.0,0.0
55755,EW2,90.0,90.0,0.0,1.0,0.0
55756,EW2,90.0,90.0,0.0,1.0,0.0
55757,EW2,90.0,90.0,0.0,1.0,0.0
55758,EW2,90.0,90.0,0.0,1.0,0.0
55759,EW2,90.0,90.0,0.0,1.0,0.0
55760,EW2,90.0,90.0,0.0,1.0,0.0
55761,EW2,90.0,90.0,0.0,1.0,0.0
55762,EW2,90.0,90.0,0.0,1.0,0.0
55763,EW2,90.0,90.0,0.0,1.0,0.0
55764,EW2,90.0,90.0,0.0,1.0,0.0
63270,EW2,90.0,90.0,0.0,1.0,0.0
63271,EW2,90.0,90.0,0.0,1.0,0.0
63272,EW2,90.0,90.0,0.0,1.0,0.0
63273,EW2,90.0,90.0,0.0,1.0,0.0
63274,EW2,90.0,90.0,0.0,1.0,0.0
63275,EW2,90.0,90.0,0.0,1.0,0.0
63276,EW2,90.0,90.0,0.0,1.0,0.0
63277,EW2,90.0,90.0,0.0,1.0,0.0
63278,EW2,90.0,90.0,0.0,1.0,0.0
63279,EW2,90.0,90.0,0.0,1.0,0.0
63280,EW2,90.0,90.0,0.0,1.0,0.0
63281,EW2,90.0,90.0,0.0,1.0,0.0
63282,EW2,90.0,90.0,0.0,1.0,0.0
63283,EW2,90.0,90.0,0.0,1.0,0.0
63284,EW2,90.0,90.0,0.0,1.0,0.0
63285,EW2,90.0,90.0,0.0,1.0,0.0
63286,EW2,90.0,90.0,0.0,1.0,0.0
63287,EW2,90.0,90.0,0.0,1.0,0.0
63288,EW2,90.0,90.0,0.0,1.0,0.0
63289,EW2,90.0,90.0,0.0,1.0,0.0
63290,EW2,90.0,90.0,0.0,1.0,0.0
63291,EW2,90.0,90.0,0.0,1.0,0.0
63292,EW2,90.0,90.0,0.0,1.0,0.0
63293,EW2,90.0,90.0,0.0,1.0,0.0
63294,EW2,90.0,90.0,0.0,1.0,0.0
63295,EW2,90.0,90.0,0.0,1.0,0.0
63296,EW2,90.0,90.0,0.0,1.0,0.0
63297,EW2,90.0,90.0,0.0,1.0,0.0
63298,EW2,90.0,90.0,0.0,1.0,0.0
63299,EW2,90.0,90.0,0.0,1.0,0.0
63300,EW2,90.0,90.0,0.0,1.0,0.0
63301,EW2,90.0,90.0,0.0,1.0,0.0
63302,EW2,90.0,90.0,0.0,1.0,0.0
63303,EW2,90.0,90.0,0.0,1.0,0.0
63304,EW2,90.0,90.0,0.0,1.0,0.0
63305,EW2,90.0,90.0,0.0,1.0,0.0
63306,EW2,90.0,90.0,0.0,1.0,0.0
63307,EW2,90.0,90.0,0.0,1.0,0.0
63308,EW2,90.0,90.0,0.0,1.0,0.0
63309,EW2,90.0,90.0,0.0,1.0,0.0
63310,EW2,90.0,90.0,0.0,1.0,0.0
63311,EW2,90.0,90.0,0.0,1.0,0.0
63312,EW2,90.0,90.0,0.0,1.0,0.0
63313,EW2,90.0,90.0,0.0,1.0,0.0
63314,EW2,90.0,90.0,0.0,1.0,0.0
63315,EW2,90.0,90.0,0.0,1.0,0.0
63316,EW2,90.0,90.0,0.0,1.0,0.0
63317,EW2,90.0,90.0,0.0,1.0,0.0
63318,EW2,90.0,90.0,0.0,1.0,0.0
63319,EW2,90.0,90.0,0.0,1.0,0.0
63320,EW2,90.0,90.0,0.0,1.0,0.0
63321,EW2,90.0,90.0,0.0,1.0,0.0
63322,EW2,90.0,90.0,0.0,1.0,0.0
63323,EW2,90.0,90.0,0.0,1.0,0.0
63324,EW2,90.0,90.0,0.0,1.0,0.0
63325,EW2,90.0,90.0,0.0,1.0,0.0
63326,EW2,90.0,90.0,0.0,1.0,0.0
63327,EW2,90.0,90.0,0.0,1.0,0.0
63328,EW2,90.0,90.0,0.0,1.0,0.0
63329,EW2,90.0,90.0,0.0,1.0,0.0
63330,EW2,90.0,90.0,0.0,1.0,0.0
63331,EW2,90.0,90.0,0.0,1.0,0.0
63332,EW2,90.0,90.0,0.0,1.0,0.0
63333,EW2,90.0,90.0,0.0,1.0,0.0
63334,EW2,90.0,90.0,0.0,1.0,0.0
63335,EW2,90.0,90.0,0.0,1.0,0.0
63336,EW2,90.0,90.0,0.0,1.0,0.0
63337,EW2,90.0,90.0,0.0,1.0,0.0
63338,EW2,90.0,90.0,0.0,1.0,0.0
63339,EW2,90.0,90.0,0.0,1.0,0.0
63340,EW2,90.0,90.0,0.0,1.0,0.0
63341,EW2,90.0,90.0,0.0,1.0,0.0
63342,EW2,90.0,90.0,0.0,1.0,0.0
63343,EW2,90.0,90.0,0.0,1.0,0.0
63344,EW2,90.0,90.0,0.0,1.0,0.0
63345,EW2,90.0,90.0,0.0,1.0,0.0
63346,EW2,90.0,90.0,0.0,1.0,0.0
63347,EW2,90.0,90.0,0.0,1.0,0.0
63348,EW2,90.0,90.0,0.0,1.0,0.0
63349,EW2,90.0,90.0,0.0,1.0,0.0
63350,EW2,90.0,90.0,0.0,1.0,0.0
63351,EW2,90.0,90.0,0.0,1.0,0.0
63352,EW2,90.0,90.0,0.0,1.0,0.0
63353,EW2,90.0,90.0,0.0,1.0,0.0
63354,EW2,90.0,90.0,0.0,1.0,0.0
63355,EW2,90.0,90.0,0.0,1.0,0.0
63356,EW2,90.0,90.0,0.0,1.0,0.0
63357,EW2,90.0,90.0,0.0,1.0,0.0
63358,EW2,90.0,90.0,0.0,1.0,0.0
63359,EW2,90.0,90.0,0.0,1.0,0.0
63360,EW2,90.0,90.0,0.0,1.0,0.0
63361,EW2,90.0,90.0,0.0,1.0,0.0
63362,EW2,90.0,90.0,0.0,1.0,0.0
63363,EW2,90.0,90.0,0.0,1.0,0.0
63364,EW2,90.0,90.0,0.0,1.0,0.0
70870,EW2,90.0,90.0,0.0,1.0,0.0
70871,EW2,90.0,90.0,0.0,1.0,0.0
70872,EW2,90.0,90.0,0.0,1.0,0.0
70873,EW2,90.0,90.0,0.0,1.0,0.0
70874,EW2,90.0,90.0,0.0,1.0,0.0
70875,EW2,90.0,90.0,0.0,1.0,0.0
70876,EW2,90.0,90.0,0.0,1.0,0.0
70877,EW2,90.0,90.0,0.0,1.0,0.0
70878,EW2,90.0,90.0,0.0,1.0,0.0
70879,EW2,90.0,90.0,0.0,1.0,0.0
70880,EW2,90.0,90.0,0.0,1.0,0.0
70881,EW2,90.0,90.0,0.0,1.0,0.0
70882,EW2,90.0,90.0,0.0,1.0,0.0
70883,EW2,90.0,90.0,0.0,1.0,0.0
70884,EW2,90.0,90.0,0.0,1.0,0.0
70885,EW2,90.0,90.0,0.0,1.0,0.0
70886,EW2,90.0,90.0,0.0,1.0,0.0
70887,EW2,90.0,90.0,0.0,1.0,0.0
70888,EW2,90.0,90.0,0.0,1.0,0.0
70889,EW2,90.0,90.0,0.0,1.0,0.0
70890,EW2,90.0,90.0,0.0,1.0,0.0
70891,EW2,90.0,90.0,0.0,1.0,0.0
70892,EW2,90.0,90.0,0.0,1.0,0.0
70893,EW2,90.0,90.0,0.0,1.0,0.0
70894,EW2,90.0,90.0,0.0,1.0,0.0
70895,EW2,90.0,90.0,0.0,1.0,0.0
70896,EW2,90.0,90.0,0.0,1.0,0.0
70897,EW2,90.0,90.0,0.0,1.0,0.0
70898,EW2,90.0,90.0,0.0,1.0,0.0
70899,EW2,90.0,90.0,0.0,1.0,0.0
70900,EW2,90.0,90.0,0.0,1.0,0.0
70901,EW2,90.0,90.0,0.0,1.0,0.0
70902,EW2,90.0,90.0,0.0,1.0,0.0
70903,EW2,90.0,90.0,0.0,1.0,0.0
70904,EW2,90.0,90.0,0.0,1.0,0.0
70905,EW2,90.0,90.0,0.0,1.0,0.0
70906,EW2,90.0,90.0,0.0,1.0,0.0
70907,EW2,90.0,90.0,0.0,1.0,0.0
70908,EW2,90.0,90.0,0.0,1.0,0.0
70909,EW2,90.0,90.0,0.0,1.0,0.0
70910,EW2,90.0,90.0,0.0,1.0,0.0
70911,EW2,90.0,90.0,0.0,1.0,0.0
70912,EW2,90.0,90.0,0.0,1.0,0.0
70913,EW2,90.0,90.0,0.0,1.0,0.0
70914,EW2,90.0,90.0,0.0,1.0,0.0
70915,EW2,90.0,90.0,0.0,1.0,0.0
70916,EW2,90.0,90.0,0.0,1.0,0.0
70917,EW2,90.0,90.0,0.0,1.0,0.0
70918,EW2,90.0,90.0,0.0,1.0,0.0
70919,EW2,90.0,90.0,0.0,1.0,0.0
70920,EW2,90.0,90.0,0.0,1.0,0.0
70921,EW2,90.0,90.0,0.0,1.0,0.0
70922,EW2,90.0,90.0,0.0,1.0,0.0
70923,EW2,90.0,90.0,0.0,1.0,0.0
70924,EW2,90.0,90.0,0.0,1.0,0.0
70925,EW2,90.0,90.0,0.0,1.0,0.0
70926,EW2,90.0,90.0,0.0,1.0,0.0
70927,EW2,90.0,90.0,0.0,1.0,0.0
70928,EW2,90.0,90.0,0.0,1.0,0.0
70929,EW2,90.0,90.0,0.0,1.0,0.0
70930,EW2,90.0,90.0,0.0,1.0,0.0
70931,EW2,90.0,90.0,0.0,1.0,0.0
70932,EW2,90.0,90.0,0.0,1.0,0.0
70933,EW2,90.0,90.0,0.0,1.0,0.0
70934,EW2,90.0,90.0,0.0,1.0,0.0
70935,EW2,90.0,90.0,0.0,1.0,0.0
70936,EW2,90.0,90.0,0.0,1.0,0.0
70937,EW2,90.0,90.0,0.0,1.0,0.0
70938,EW2,90.0,90.0,0.0,1.0,0.0
70939,EW2,90.0,90.0,0.0,1.0,0.0
70940,EW2,90.0,90.0,0.0,1.0,0.0
70941,EW2,90.0,90.0,0.0,1.0,0.0
70942,EW2,90.0,90.0,0.0,1.0,0.0
70943,EW2,90.0,90.0,0.0,1.0,0.0
70944,EW2,90.0,90.0,0.0,1.0,0.0
70945,EW2,90.0,90.0,0.0,1.0,0.0
70946,EW2,90.0,90.0,0.0,1.0,0.0
70947,EW2,90.0,90.0,0.0,1.0,0.0
70948,EW2,90.0,90.0,0.0,1.0,0.0
70949,EW2,90.0,90.0,0.0,1.0,0.0
70950,EW2,90.0,90.0,0.0,1.0,0.0
70951,EW2,90.0,90.0,0.0,1.0,0.0
70952,EW2,90.0,90.0,0.0,1.0,0.0
70953,EW2,90.0,90.0,0.0,1.0,0.0
70954,EW2,90.0,90.0,0.0,1.0,0.0
70955,EW2,90.0,90.0,0.0,1.0,0.0
70956,EW2,90.0,90.0,0.0,1.0,0.0
70957,EW2,90.0,90.0,0.0,1.0,0.0
70958,EW2,90.0,90.0,0.0,1.0,0.0
70959,EW2,90.0,90.0,0.0,1.0,0.0
70960,EW2,90.0,90.0,0.0,1.0,0.0
70961,EW2,90.0,90.0,0.0,1.0,0.0
70962,EW2,90.0,90.0,0.0,1.0,0.0
70963,EW2,90.0,90.0,0.0,1.0,0.0
70964,EW2,90.0,90.0,0.0,1.0,0.0
78470,EW2,90.0,90.0,0.0,1.0,0.0
78471,EW2,90.0,90.0,0.0,1.0,0.0
78472,EW2,90.0,90.0,0.0,1.0,0.0
78473,EW2,90.0,90.0,0.0,1.0,0.0
78474,EW2,90.0,90.0,0.0,1.0,0.0
78475,EW2,90.0,90.0,0.0,1.0,0.0
78476,EW2,90.0,90.0,0.0,1.0,0.0
78477,EW2,90.0,90.0,0.0,1.0,0.0
78478,EW2,90.0,90.0,0.0,1.0,0.0
78479,EW2,90.0,90.0,0.0,1.0,0.0
78480,EW2,90.0,90.0,0.0,1.0,0.0
78481,EW2,90.0,90.0,0.0,1.0,0.0
78482,EW2,90.0,90.0,0.0,1.0,0.0
78483,EW2,90.0,90.0,0.0,1.0,0.0
78484,EW2,90.0,90.0,0.0,1.0,0.0
78485,EW2,90.0,90.0,0.0,1.0,0.0
78486,EW2,90.0,90.0,0.0,1.0,0.0
78487,EW2,90.0,90.0,0.0,1.0,0.0
78488,EW2,90.0,90.0,0.0,1.0,0.0
78489,EW2,90.0,90.0,0.0,1.0,0.0
78490,EW2,90.0,90.0,0.0,1.0,0.0
78491,EW2,90.0,90.0,0.0,1.0,0.0
78492,EW2,90.0,90.0,0.0,1.0,0.0
78493,EW2,90.0,90.0,0.0,1.0,0.0
78494,EW2,90.0,90.0,0.0,1.0,0.0
78495,EW2,90.0,90.0,0.0,1.0,0.0
78496,EW2,90.0,90.0,0.0,1.0,0.0
78497,EW2,90.0,90.0,0.0,1.0,0.0
78498,EW2,90.0,90.0,0.0,1.0,0.0
78499,EW2,90.0,90.0,0.0,1.0,0.0
78500,EW2,90.0,90.0,0.0,1.0,0.0
78501,EW2,90.0,90.0,0.0,1.0,0.0
78502,EW2,90.0,90.0,0.0,1.0,0.0
78503,EW2,90.0,90.0,0.0,1.0,0.0
78504,EW2,90.0,90.0,0.0,1.0,0.0
78505,EW2,90.0,90.0,0.0,1.0,0.0
78506,EW2,90.0,90.0,0.0,1.0,0.0
78507,EW2,90.0,90.0,0.0,1.0,0.0
78508,EW2,90.0,90.0,0.0,1.0,0.0
78509,EW2,90.0,90.0,0.0,1.0,0.0
78510,EW2,90.0,90.0,0.0,1.0,0.0
78511,EW2,90.0,90.0,0.0,1.0,0.0
78512,EW2,90.0,90.0,0.0,1.0,0.0
78513,EW2,90.0,90.0,0.0,1.0,0.0
78514,EW2,90.0,90.0,0.0,1.0,0.0
78515,EW2,90.0,90.0,0.0,1.0,0.0
78516,EW2,90.0,90.0,0.0,1.0,0.0
78517,EW2,90.0,90.0,0.0,1.0,0.0
78518,EW2,90.0,90.0,0.0,1.0,0.0
78519,EW2,90.0,90.0,0.0,1.0,0.0
78520,EW2,90.0,90.0,0.0,1.0,0.0
78521,EW2,90.0,90.0,0.0,1.0,0.0
78522,EW2,90.0,90.0,0.0,1.0,0.0
78523,EW2,90.0,90.0,0.0,1.0,0.0
78524,EW2,90.0,90.0,0.0,1.0,0.0
78525,EW2,90.0,90.0,0.0,1.0,0.0
78526,EW2,90.0,90.0,0.0,1.0,0.0
78527,EW2,90.0,90.0,0.0,1.0,0.0
78528,EW2,90.0,90.0,0.0,1.0,0.0
78529,EW2,90.0,90.0,0.0,1.0,0.0
78530,EW2,90.0,90.0,0.0,1.0,0.0
78531,EW2,90.0,90.0,0.0,1.0,0.0
78532,EW2,90.0,90.0,0.0,1.0,0.0
78533,EW2,90.0,90.0,0.0,1.0,0.0
78534,EW2,90.0,90.0,0.0,1.0,0.0
78535,EW2,90.0,90.0,0.0,1.0,0.0
78536,EW2,90.0,90.0,0.0,1.0,0.0
78537,EW2,90.0,90.0,0.0,1.0,0.0
78538,EW2,90.0,90.0,0.0,1.0,0.0
78539,EW2,90.0,90.0,0.0,1.0,0.0
78540,EW2,90.0,90.0,0.0,1.0,0.0
78541,EW2,90.0,90.0,0.0,1.0,0.0
78542,EW2,90.0,90.0,0.0,1.0,0.0
78543,EW2,90.0,90.0,0.0,1.0,0.0
78544,EW2,90.0,90.0,0.0,1.0,0.0
78545,EW2,90.0,90.0,0.0,1.0,0.0
78546,EW2,90.0,90.0,0.0,1.0,0.0
78547,EW2,90.0,90.0,0.0,1.0,0.0
78548,EW2,90.0,90.0,0.0,1.0,0.0
78549,EW2,90.0,90.0,0.0,1.0,0.0
78550,EW2,90.0,90.0,0.0,1.0,0.0
78551,EW2,90.0,90.0,0.0,1.0,0.0
78552,EW2,90.0,90.0,0.0,1.0,0.0
78553,EW2,90.0,90.0,0.0,1.0,0.0
78554,EW2,90.0,90.0,0.0,1.0,0.0
78555,EW2,90.0,90.0,0.0,1.0,0.0
78556,EW2,90.0,90.0,0.0,1.0,0.0
78557,EW2,90.0,90.0,0.0,1.0,0.0
78558,EW2,90.0,90.0,0.0,1.0,0.0
78559,EW2,90.0,90.0,0.0,1.0,0.0
78560,EW2,90.0,90.0,0.0,1.0,0.0
78561,EW2,90.0,90.0,0.0,1.0,0.0
78562,EW2,90.0,90.0,0.0,1.0,0.0
78563,EW2,90.0,90.0,0.0,1.0,0.0
78564,EW2,90.0,90.0,0.0,1.0,0.0
86070,EW2,90.0,90.0,0.0,1.0,0.0
86071,EW2,90.0,90.0,0.0,1.0,0.0
86072,EW2,90.0,90.0,0.0,1.0,0.0
86073,EW2,90.0,90.0,0.0,1.0,0.0
86074,EW2,90.0,90.0,0.0,1.0,0.0
86075,EW2,90.0,90.0,0.0,1.0,0.0
86076,EW2,90.0,90.0,0.0,1.0,0.0
86077,EW2,90.0,90.0,0.0,1.0,0.0
86078,EW2,90.0,90.0,0.0,1.0,0.0
86079,EW2,90.0,90.0,0.0,1.0,0.0
86080,EW2,90.0,90.0,0.0,1.0,0.0
86081,EW2,90.0,90.0,0.0,1.0,0.0
86082,EW2,90.0,90.0,0.0,1.0,0.0
86083,EW2,90.0,90.0,0.0,1.0,0.0
86084,EW2,90.0,90.0,0.0,1.0,0.0
86085,EW2,90.0,90.0,0.0,1.0,0.0
86086,EW2,90.0,90.0,0.0,1.0,0.0
86087,EW2,90.0,90.0,0.0,1.0,0.0
86088,EW2,90.0,90.0,0.0,1.0,0.0
86089,EW2,90.0,90.0,0.0,1.0,0.0
86090,EW2,90.0,90.0,0.0,1.0,0.0
86091,EW2,90.0,90.0,0.0,1.0,0.0
86092,EW2,90.0,90.0,0.0,1.0,0.0
86093,EW2,90.0,90.0,0.0,1.0,0.0
86094,EW2,90.0,90.0,0.0,1.0,0.0
86095,EW2,90.0,90.0,0.0,1.0,0.0
86096,EW2,90.0,90.0,0.0,1.0,0.0
86097,EW2,90.0,90.0,0.0,1.0,0.0
86098,EW2,90.0,90.0,0.0,1.0,0.0
86099,EW2,90.0,90.0,0.0,1.0,0.0
86100,EW2,90.0,90.0,0.0,1.0,0.0
86101,EW2,90.0,90.0,0.0,1.0,0.0
86102,EW2,90.0,90.0,0.0,1.0,0.0
86103,EW2,90.0,90.0,0.0,1.0,0.0
86104,EW2,90.0,90.0,0.0,1.0,0.0
86105,EW2,90.0,90.0,0.0,1.0,0.0
86106,EW2,90.0,90.0,0.0,1.0,0.0
86107,EW2,90.0,90.0,0.0,1.0,0.0
86108,EW2,90.0,90.0,0.0,1.0,0.0
86109,EW2,90.0,90.0,0.0,1.0,0.0
86110,EW2,90.0,90.0,0.0,1.0,0.0
86111,EW2,90.0,90.0,0.0,1.0,0.0
86112,EW2,90.0,90.0,0.0,1.0,0.0
86113,EW2,90.0,90.0,0.0,1.0,0.0
86114,EW2,90.0,90.0,0.0,1.0,0.0
86115,EW2,90.0,90.0,0.0,1.0,0.0
86116,EW2,90.0,90.0,0.0,1.0,0.0
86117,EW2,90.0,90.0,0.0,1.0,0.0
86118,EW2,90.0,90.0,0.0,1.0,0.0
86119,EW2,90.0,90.0,0.0,1.0,0.0
86120,EW2,90.0,90.0,0.0,1.0,0.0
86121,EW2,90.0,90.0,0.0,1.0,0.0
86122,EW2,90.0,90.0,0.0,1.0,0.0
86123,EW2,90.0,90.0,0.0,1.0,0.0
86124,EW2,90.0,90.0,0.0,1.0,0.0
86125,EW2,90.0,90.0,0.0,1.0,0.0
86126,EW2,90.0,90.0,0.0,1.0,0.0
86127,EW2,90.0,90.0,0.0,1.0,0.0
86128,EW2,90.0,90.0,0.0,1.0,0.0
86129,EW2,90.0,90.0,0.0,1.0,0.0
86130,EW2,90.0,90.0,0.0,1.0,0.0
86131,EW2,90.0,90.0,0.0,1.0,0.0
86132,EW2,90.0,90.0,0.0,1.0,0.0
86133,EW2,90.0,90.0,0.0,1.0,0.0
86134,EW2,90.0,90.0,0.0,1.0,0.0
86135,EW2,90.0,90.0,0.0,1.0,0.0
86136,EW2,90.0,90.0,0.0,1.0,0.0
86137,EW2,90.0,90.0,0.0,1.0,0.0
86138,EW2,90.0,90.0,0.0,1.0,0.0
86139,EW2,90.0,90.0,0.0,1.0,0.0
86140,EW2,90.0,90.0,0.0,1.0,0.0
86141,EW2,90.0,90.0,0.0,1.0,0.0
86142,EW2,90.0,90.0,0.0,1.0,0.0
86143,EW2,90.0,90.0,0.0,1.0,0.0
86144,EW2,90.0,90.0,0.0,1.0,0.0
86145,EW2,90.0,90.0,0.0,1.0,0.0
86146,EW2,90.0,90.0,0.0,1.0,0.0
86147,EW2,90.0,90.0,0.0,1.0,0.0
86148,EW2,90.0,90.0,0.0,1.0,0.0
86149,EW2,90.0,90.0,0.0,1.0,0.0
86150,EW2,90.0,90.0,0.0,1.0,0.0
86151,EW2,90.0,90.0,0.0,1.0,0.0
86152,EW2,90.0,90.0,0.0,1.0,0.0
86153,EW2,90.0,90.0,0.0,1.0,0.0
86154,EW2,90.0,90.0,0.0,1.0,0.0
86155,EW2,90.0,90.0,0.0,1.0,0.0
86156,EW2,90.0,90.0,0.0,1.0,0.0
86157,EW2,90.0,90.0,0.0,1.0,0.0
86158,EW2,90.0,90.0,0.0,1.0,0.0
86159,EW2,90.0,90.0,0.0,1.0,0.0
86160,EW2,90.0,90.0,0.0,1.0,0.0
86161,EW2,90.0,90.0,0.0,1.0,0.0
86162,EW2,90.0,90.0,0.0,1.0,0.0
86163,EW2,90.0,90.0,0.0,1.0,0.0
86164,EW2,90.0,90.0,0.0,1.0,0.0
93670,EW2,90.0,90.0,0.0,1.0,0.0
93671,EW2,90.0,90.0,0.0,1.0,0.0
93672,EW2,90.0,90.0,0.0,1.0,0.0
93673,EW2,90.0,90.0,0.0,1.0,0.0
93674,EW2,90.0,90.0,0.0,1.0,0.0
93675,EW2,90.0,90.0,0.0,1.0,0.0
93676,EW2,90.0,90.0,0.0,1.0,0.0
93677,EW2,90.0,90.0,0.0,1.0,0.0
93678,EW2,90.0,90.0,0.0,1.0,0.0
93679,EW2,90.0,90.0,0.0,1.0,0.0
93680,EW2,90.0,90.0,0.0,1.0,0.0
93681,EW2,90.0,90.0,0.0,1.0,0.0
93682,EW2,90.0,90.0,0.0,1.0,0.0
93683,EW2,90.0,90.0,0.0,1.0,0.0
93684,EW2,90.0,90.0,0.0,1.0,0.0
93685,EW2,90.0,90.0,0.0,1.0,0.0
93686,EW2,90.0,90.0,0.0,1.0,0.0
93687,EW2,90.0,90.0,0.0,1.0,0.0
93688,EW2,90.0,90.0,0.0,1.0,0.0
93689,EW2,90.0,90.0,0.0,1.0,0.0
93690,EW2,90.0,90.0,0.0,1.0,0.0
93691,EW2,90.0,90.0,0.0,1.0,0.0
93692,EW2,90.0,90.0,0.0,1.0,0.0
93693,EW2,90.0,90.0,0.0,1.0,0.0
93694,EW2,90.0,90.0,0.0,1.0,0.0
93695,EW2,90.0,90.0,0.0,1.0,0.0
93696,EW2,90.0,90.0,0.0,1.0,0.0
93697,EW2,90.0,90.0,0.0,1.0,0.0
93698,EW2,90.0,90.0,0.0,1.0,0.0
93699,EW2,90.0,90.0,0.0,1.0,0.0
93700,EW2,90.0,90.0,0.0,1.0,0.0
93701,EW2,90.0,90.0,0.0,1.0,0.0
93702,EW2,90.0,90.0,0.0,1.0,0.0
93703,EW2,90.0,90.0,0.0,1.0,0.0
93704,EW2,90.0,90.0,0.0,1.0,0.0
93705,EW2,90.0,90.0,0.0,1.0,0.0
93706,EW2,90.0,90.0,0.0,1.0,0.0
93707,EW2,90.0,90.0,0.0,1.0,0.0
