,P,H,T
314,244.55352754183386,8900.305388108476,386.6986427996109
315,244.55352649564506,8900.305386702808,386.6986427992587
316,244.55352546176277,8900.305385323261,386.6986427990385
317,244.55352445337698,8900.305384032768,386.69864279955465
318,244.553523480992,8900.305382794364,386.6986428001319
319,244.55352185497568,8900.305380774751,386.69864280177865
320,244.55351989629898,8900.305378253806,386.6986428025907
321,244.55351834691388,8900.305376192282,386.6986428023393
322,244.5535171419822,8900.305374584374,386.6986428020804
323,244.55351618876168,8900.305373313497,386.6986428018911
324,244.5535153859233,8900.305372244578,386.698642801751
325,244.55351463792806,8900.305371253095,386.69864280167883
326,244.55351389573988,8900.305370271304,386.69864280163455
327,244.55351310978432,8900.305369238331,386.6986428016758
328,244.55351229792004,8900.305368172003,386.69864280172857
329,244.55351147067074,8900.305367092453,386.6986428018747
330,244.55351069421062,8900.305366076866,386.6986428019813
331,244.55350998591055,8900.305365073606,386.6986428010577
332,244.55350957019633,8900.305364360187,386.6986427988609
333,244.553509365594,8900.305364010237,386.69864279779495
334,244.5535091647996,8900.305363693571,386.69864279710526
335,244.55350896038328,8900.305363442008,386.69864279734276
336,244.55350874808477,8900.305363189176,386.6986427977017
337,244.55350852664486,8900.30536291793,386.69864279797696
338,244.5535082917679,8900.305362620958,386.6986427981451
339,244.55350803827397,8900.305362294259,386.6986427982445
340,244.55350776460648,8900.305361948944,386.6986427984497
341,244.55350746061475,8900.3053616167,386.69864279935985
342,244.55350714152033,8900.305361257926,386.6986428001816
343,244.5535065893065,8900.305360652374,386.6986428018082
344,244.55350608483465,8900.305360059821,386.6986428027712
345,244.55350594581532,8900.305359869695,386.69864280267956
346,244.55350619367687,8900.305360183127,386.69864280250283
347,244.55350674001437,8900.305360892093,386.698642802353
348,244.55350745984083,8900.30536183235,386.6986428022378
349,244.55350825488534,8900.305362874584,386.69864280215967
350,244.5535090499831,8900.305363919104,386.6986428021114
351,244.55350977640646,8900.305364876289,386.6986428021051
352,244.55351040952266,8900.305365714168,386.6986428021485
353,244.55351097075135,8900.305366458842,386.6986428022129
354,244.5535114430503,8900.305367090836,386.6986428023369
355,244.55351186630256,8900.305367662602,386.69864280252017
356,244.55351227109736,8900.305368207277,386.6986428026671
357,244.55351267687573,8900.305368693189,386.6986428020158
358,244.55351299312332,8900.305369070584,386.69864280149056
359,244.55351319700696,8900.30536930226,386.6986428009981
360,244.5535134007757,8900.305369526875,386.698642800413
361,244.5535136009719,8900.305369801194,386.69864280055145
362,244.55351380233702,8900.305370078962,386.69864280071494
363,244.55351400875787,8900.30537035175,386.698642800724
364,244.55351422664418,8900.305370627564,386.6986428005727
365,244.55351446178184,8900.305370918024,386.69864280031305
366,244.5535147178801,8900.305371243858,386.69864280015616
367,244.55351500918422,8900.305371664212,386.6986428006388
368,244.55351535317715,8900.305372141682,386.69864280095766
369,244.5535160583512,8900.305373146395,386.6986428019552
370,244.5535173963346,8900.305374965896,386.6986428026938
371,244.5535191304391,8900.30537723484,386.69864280246725
372,244.5535212225851,8900.305379972617,386.6986428021975
373,244.55352359713078,8900.305383086536,386.69864280197936
374,244.55352613646534,8900.30538642382,386.6986428018424
375,244.5535287513533,8900.305389885236,386.698642802032
376,244.5535326418416,8900.305395086389,386.6986428029926
377,244.55353700486395,8900.3054008466,386.69864280310543
378,244.55354015860271,8900.30540500622,386.6986428031331
379,244.5535418307523,8900.30540722648,386.69864280334394
380,244.5535711820142,8900.305446149452,386.6986428063927
381,244.5535709132474,8900.30544577548,386.69864280613155
382,244.5535705521538,8900.305445294685,386.6986428060678
383,244.5535700581034,8900.305444638216,386.69864280599984
384,244.5535692980231,8900.305443633799,386.69864280596715
385,244.55356822020877,8900.30544220995,386.69864280592805
386,244.55356682115698,8900.30544036284,386.69864280589115
387,244.55356506322426,8900.305438034593,386.6986428057482
388,244.55356339458496,8900.305435790036,386.6986428051532
389,244.55356224381728,8900.305434253258,386.69864280489077
390,244.55356099544233,8900.305432603665,386.69864280483927
391,244.55355961813834,8900.305430786948,386.6986428048256
392,244.55355809053722,8900.30542876991,386.6986428047831
393,244.55355639363412,8900.305426527626,386.69864280471296
394,244.55355451401175,8900.30542404318,386.6986428046261
395,244.55355245111022,8900.305421315765,386.6986428045207
396,244.5535502238287,8900.305418371097,386.69864280440817
397,244.55354786067326,8900.305415246094,386.6986428042799
398,244.55354536695273,8900.305411951736,386.6986428041882
399,244.5535428004303,8900.305408563006,386.69864280411764
400,244.5535402183676,8900.305405155133,386.6986428040646
401,244.55353766210771,8900.305401778938,386.69864280398167
402,244.5535351467888,8900.305398396955,386.6986428031037
403,244.5535334143371,8900.305396070955,386.6986428025438
404,244.5535324275169,8900.305394720226,386.6986428018821
405,244.5535314304339,8900.30539333927,386.69864280099864
406,244.55353041804813,8900.305391991355,386.69864280082203
407,244.55352939102164,8900.30539063019,386.6986428007257
408,244.55352835540242,8900.30538925098,386.69864280054037
409,244.55352732029374,8900.3053878633,386.6986428002335
410,244.5535262903577,8900.305386476448,386.698642799847
